file,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,,,,,,,,,,,,,,,,,,,,,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,,,,,,,,,,,,,,ipv_act,tpv_act,tpv_mental,tpv_mental,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,,dim_1,dim_2,dim_3,dim_4,dim_5,file,tt_ratio,word_length,word_count
or_r2_guide_4_conversation_e_2.txt,0,0,0,148.1,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,296.3,111.1,37,0,0,0,0,0,0,0,0,111.1,0,0,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,37,0,74.1,111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22,-5.73,4.48,-6.61,-3.63,                          or_r2_guide_4_conversation_e_2.txt,6,4.1,27
or_r2_guide_5_conversation_e_2.txt,0,0,0,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.8,142.9,47.6,0,0,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,47.6,0,0,0,0,47.6,0,47.6,0,47.6,0,0,47.6,0,0,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,190.5,190.5,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0,0,0,-30.36,3.43,0.97,16.07,3.59,                          or_r2_guide_5_conversation_e_2.txt,5.3,4.6,21
or_r2_guide_6_conversation_e_1.txt,36.4,0,18.2,163.6,18.2,0,18.2,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,327.3,127.3,90.9,36.4,0,0,0,0,0,0,0,36.4,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,127.3,36.4,18.2,200,0,18.2,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,36.4,72.7,0,200,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,18.2,18.2,0,0,18.2,0,-14.26,-4.53,3.5,1.66,-3.63,                          or_r2_guide_6_conversation_e_1.txt,11,4.6,55
or_r2_guide_6_conversation_e_2.txt,31.3,0,0,156.3,62.5,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,218.8,62.5,31.3,0,31.3,0,0,0,0,0,0,62.5,0,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,31.3,62.5,31.3,0,0,0,125,93.8,0,156.3,0,31.3,0,0,0,0,31.3,0,31.3,0,0,0,0,0,0,0,0,31.3,93.8,0,156.3,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,31.3,0,0,31.3,31.3,0,0,31.3,0,0,10.57,-4.34,5.31,7.6,-3.63,                          or_r2_guide_6_conversation_e_2.txt,7,4.2,32
or_r2_guide_7_conversation_e_2.txt,14.9,0,0,59.7,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.2,149.3,14.9,0,0,0,0,0,0,0,0,14.9,0,29.9,44.8,0,0,0,0,0,0,0,14.9,0,14.9,0,14.9,0,0,0,0,29.9,0,0,104.5,44.8,0,89.6,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,0,14.9,59.7,0,223.9,89.6,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,44.8,0,29.9,0,0,0,0,0,0,0,0,14.9,0,14.9,0,0,0,0,0,-20.41,-5.73,-9.31,-6.61,3.45,                          or_r2_guide_7_conversation_e_2.txt,12.3,4.6,67
or_r2_guide_7_conversation_e_4.txt,0,0,50,150,25,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,375,175,0,0,0,0,0,0,0,0,0,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,75,25,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,150,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,50,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,-7.73,-5.73,-12,-6.61,-3.63,                          or_r2_guide_7_conversation_e_4.txt,8,4.5,40
or_r2_guide_8_conversation_e_2.txt,0,0,0,109.1,0,0,0,36.4,0,0,0,0,0,0,0,0,0,0,18.2,0,0,309.1,109.1,54.5,0,18.2,0,0,0,0,0,0,0,18.2,0,36.4,18.2,18.2,0,18.2,0,0,0,36.4,0,0,0,18.2,18.2,0,18.2,36.4,36.4,0,0,72.7,18.2,18.2,127.3,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,54.5,0,218.2,72.7,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,18.2,0,0,0,0,0,0,0,18.2,18.2,18.2,36.4,0,0,0,0,-10.02,-4.92,-6.29,5.99,1.88,                          or_r2_guide_8_conversation_e_2.txt,9.8,4.4,55
or_r2_guide_9_conversation_e_2.txt,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,621.6,81.1,27,0,0,0,0,0,0,0,0,135.1,0,54.1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,27,27,0,189.2,189.2,162.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,-26.02,-5.73,-7.08,-6.61,-3.63,                          or_r2_guide_9_conversation_e_2.txt,8,5,37
or_r3_guide_1_conversation_a_4.txt,0,0,0,64.5,0,0,0,0,0,32.3,0,0,0,0,0,0,0,0,0,0,0,258.1,129,32.3,0,96.8,0,0,0,0,0,0,0,0,32.3,64.5,0,0,0,0,0,32.3,0,32.3,0,0,0,0,0,0,0,0,32.3,0,0,32.3,96.8,0,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,0,0,225.8,0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,-16.5,-1.43,-12.18,6.3,1.26,                          or_r3_guide_1_conversation_a_4.txt,7.3,4.1,31
or_r3_guide_1_conversation_e_2.txt,0,0,0,78.9,52.6,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,236.8,105.3,157.9,0,26.3,0,0,0,0,0,0,52.6,26.3,0,105.3,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,0,52.6,0,0,0,157.9,78.9,26.3,78.9,0,0,0,0,0,0,0,0,0,0,26.3,0,52.6,0,0,0,0,52.6,0,0,131.6,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,26.3,0,26.3,0,0,0,0,0,26.3,0,26.3,0,0,0,0,0,0,0,0,-18.88,-4.56,-8.87,17.32,-3.63,                          or_r3_guide_1_conversation_e_2.txt,8.3,4.3,38
or_r3_guide_11_conversation_a_5.txt,0,0,0,129.6,74.1,0,0,18.5,18.5,18.5,0,0,0,0,0,0,0,37,0,0,0,185.2,74.1,74.1,0,0,0,0,0,0,0,0,0,18.5,18.5,37,0,18.5,18.5,0,0,37,0,18.5,0,0,18.5,0,0,18.5,55.6,18.5,18.5,0,0,111.1,92.6,0,148.1,18.5,18.5,0,0,0,0,18.5,0,0,0,0,0,37,0,0,0,0,18.5,55.6,0,111.1,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,18.5,0,18.5,74.1,0,0,0,0,0,18.5,18.5,55.6,18.5,0,0,0,18.5,0,0,6.35,-5.73,-11.87,18.59,-0.82,                         or_r3_guide_11_conversation_a_5.txt,10.8,4.1,54
or_r3_guide_13_conversation_a_3.txt,20.4,0,0,81.6,0,20.4,0,0,40.8,0,0,0,0,0,0,0,0,0,0,0,0,367.3,102,40.8,20.4,20.4,0,0,0,0,0,0,40.8,0,20.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,61.2,0,102,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,20.4,81.6,0,183.7,122.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,40.8,0,0,0,0,0,0,20.4,0,0,0,0,0,20.4,0,0,-15.07,-4.15,-3.35,-6.61,-3.63,                         or_r3_guide_13_conversation_a_3.txt,10,4.6,49
or_r3_guide_15_conversation_e_2.txt,0,0,0,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.8,97.6,73.2,0,0,0,0,0,0,0,0,146.3,0,0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6,0,0,97.6,0,0,0,0,0,0,0,0,0,0,24.4,0,48.8,0,0,0,0,0,0,0,170.7,48.8,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,24.4,0,0,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,24.4,0,-30.34,-5.73,5.59,-6.61,-3.63,                         or_r3_guide_15_conversation_e_2.txt,8.5,4.9,41
or_r3_guide_16_conversation_a_1.txt,20,0,0,100,20,0,0,20,20,20,0,0,0,20,0,0,0,20,0,0,0,160,60,80,0,0,20,0,0,0,0,20,40,0,20,120,20,20,20,0,0,40,0,40,0,0,0,0,20,0,40,20,40,0,0,80,40,0,160,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,20,20,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,20,40,20,20,0,0,40,20,0,7.76,-1.88,-1.54,20.61,2.43,                         or_r3_guide_16_conversation_a_1.txt,11,5.1,50
