file,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,,,,,,,,,,,,,,,,,,,,,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,,,,,,,,,,,,,,ipv_act,tpv_act,tpv_mental,tpv_mental,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,,dim_1,dim_2,dim_3,dim_4,dim_5,file,tt_ratio,word_length,word_count
or_r3_10_e_3.txt,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.8,173.9,0,0,43.5,0,0,0,0,0,0,0,0,43.5,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,43.5,43.5,130.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,87,0,130.4,173.9,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.98,-3.8,-14.28,-6.61,-3.63,                                            or_r3_10_e_3.txt,5.3,4.9,23
or_r3_10_j_3.txt,40,0,0,140,20,0,0,20,20,0,20,0,0,0,0,0,0,60,0,0,0,320,60,40,0,0,0,0,0,0,0,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,100,40,0,140,20,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,20,60,0,180,120,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,11.4,-5.73,0.09,-6.61,-3.63,                                            or_r3_10_j_3.txt,10.8,4.2,50
or_r3_11_a_5.txt,0,0,0,111.1,74.1,0,0,18.5,18.5,18.5,0,0,0,0,0,0,0,37,0,0,0,222.2,74.1,55.6,0,0,0,0,0,0,0,0,0,18.5,18.5,37,0,18.5,18.5,0,0,37,0,18.5,0,0,18.5,0,0,18.5,55.6,18.5,18.5,0,0,92.6,92.6,0,129.6,18.5,18.5,0,0,0,0,18.5,0,0,0,0,0,37,0,0,0,0,18.5,55.6,0,148.1,0,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,18.5,0,18.5,74.1,0,0,0,0,0,18.5,18.5,37,18.5,0,0,0,18.5,0,0,5.76,-5.73,-11.87,18.59,-0.82,                                            or_r3_11_a_5.txt,10.8,4.1,54
or_r3_12_e_2.txt,0,0,34.5,137.9,34.5,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0,241.4,137.9,0,0,0,0,0,0,0,0,0,0,0,69,69,34.5,0,0,0,0,34.5,0,0,0,0,0,0,0,0,34.5,0,0,0,0,103.4,34.5,0,172.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,206.9,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,34.5,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5.73,-23.23,7.19,-3.63,                                            or_r3_12_e_2.txt,7,4.5,29
or_r3_12_j_1.txt,0,0,0,52.6,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,394.7,0,52.6,0,0,0,0,0,0,0,26.3,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,26.3,26.3,0,0,0,78.9,0,0,105.3,0,0,0,0,0,0,0,0,0,0,26.3,0,26.3,0,0,0,0,26.3,26.3,0,289.5,26.3,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,26.3,0,0,52.6,0,0,0,0,26.3,0,0,26.3,0,0,0,0,0,0,0,-19.29,-5.73,10.72,-0.34,-3.63,                                            or_r3_12_j_1.txt,8.8,4.4,38
or_r3_13_e_2.txt,0,0,0,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.4,185.2,111.1,0,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,0,0,0,0,0,185.2,0,0,74.1,0,0,0,0,0,0,0,0,0,0,74.1,0,74.1,0,0,0,0,37,0,0,259.3,37,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.55,-5.73,1.44,-6.61,-3.63,                                            or_r3_13_e_2.txt,5.8,4.6,27
or_r3_13_j_2.txt,0,0,0,133.3,0,66.7,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,266.7,0,133.3,0,66.7,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,66.7,66.7,0,0,0,0,200,66.7,0,133.3,0,0,0,0,0,0,0,0,0,0,0,66.7,133.3,0,0,0,66.7,0,0,0,266.7,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,-2.76,0.97,9.27,-3.63,                                            or_r3_13_j_2.txt,3.8,4.9,15
or_r3_14_a_1.txt,0,0,0,96.2,19.2,0,38.5,19.2,0,0,0,0,0,0,0,0,0,0,0,0,19.2,269.2,96.2,38.5,0,0,0,0,0,0,0,0,0,0,19.2,57.7,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,19.2,0,96.2,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,38.5,0,192.3,57.7,57.7,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,19.2,0,0,-0.46,-5.73,-7.96,1.09,-3.63,                                            or_r3_14_a_1.txt,10.8,4.9,52
or_r3_15_e_2.txt,0,0,0,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.8,97.6,73.2,0,0,0,0,0,0,0,0,146.3,0,0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6,0,0,97.6,0,0,0,0,0,0,0,0,0,0,24.4,0,48.8,0,0,0,0,0,0,0,170.7,48.8,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,24.4,0,0,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,24.4,0,-30.34,-5.73,5.59,-6.61,-3.63,                                            or_r3_15_e_2.txt,8.5,4.9,41
or_r3_16_a_1.txt,19.6,0,0,98,19.6,0,0,19.6,19.6,19.6,0,0,0,19.6,0,0,0,19.6,0,0,0,156.9,78.4,78.4,0,0,19.6,0,0,0,0,19.6,39.2,0,19.6,117.6,19.6,19.6,19.6,0,0,39.2,0,39.2,0,0,0,0,19.6,0,39.2,19.6,39.2,0,0,78.4,39.2,0,156.9,0,0,0,0,0,0,19.6,0,19.6,0,0,0,0,0,0,0,0,19.6,19.6,0,78.4,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,19.6,39.2,19.6,19.6,0,0,39.2,19.6,0,6.67,-1.96,-1.49,20.07,2.32,                                            or_r3_16_a_1.txt,11.3,5.1,51
or_r3_17_a_2.txt,0,0,0,71.4,0,0,0,0,0,0,0,0,0,35.7,0,0,0,0,0,0,0,392.9,142.9,35.7,0,0,0,0,0,0,0,0,0,0,35.7,0,0,0,0,0,0,0,0,35.7,0,0,0,0,0,35.7,0,0,35.7,0,0,71.4,0,0,107.1,0,0,0,0,0,0,0,0,0,0,0,35.7,35.7,0,0,0,0,35.7,107.1,0,178.6,107.1,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0,0,0,0,0,0,0,0,0,0,0,35.7,0,0,0,0,0,0,-8.14,-5.73,-9.53,-6.61,1.78,                                            or_r3_17_a_2.txt,6,4.3,28
or_r3_19_e_3.txt,0,0,0,131.6,26.3,0,26.3,0,26.3,26.3,0,0,0,0,0,0,0,0,0,0,0,184.2,78.9,52.6,26.3,0,0,0,0,0,0,0,26.3,0,0,26.3,26.3,26.3,26.3,26.3,0,0,0,0,0,0,26.3,0,0,26.3,26.3,52.6,0,0,0,78.9,52.6,26.3,157.9,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,52.6,52.6,0,105.3,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,26.3,0,0,0,0,0,0,26.3,26.3,0,0,26.3,0,0,-4.06,-4.86,1.31,20.11,-3.63,                                            or_r3_19_e_3.txt,8.3,4.1,38
or_r3_2_a_1.txt,21.3,0,21.3,127.7,0,0,0,0,0,21.3,0,0,0,21.3,0,0,0,0,0,0,0,297.9,106.4,85.1,21.3,21.3,0,0,0,21.3,0,0,21.3,0,0,0,21.3,21.3,21.3,0,0,0,0,0,0,0,0,0,0,21.3,21.3,0,0,0,21.3,106.4,21.3,21.3,127.7,0,0,0,0,0,0,21.3,21.3,0,0,0,0,42.6,0,0,0,0,42.6,21.3,0,170.2,85.1,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,21.3,0,0,42.6,0,0,0,21.3,21.3,0,0,0,21.3,21.3,0,0,0,0,0,-6.75,-4.08,13.09,5.32,-3.63,                                             or_r3_2_a_1.txt,10.3,4.6,47
or_r3_20_a_5.txt,0,0,25,100,25,25,0,0,0,50,25,0,0,0,0,0,0,75,0,0,0,225,150,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,50,75,25,0,0,0,150,25,0,100,0,0,0,0,0,0,0,0,0,0,25,0,75,0,25,0,0,25,75,0,200,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,50,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,21.46,-5.73,-0.45,-6.61,-3.63,                                            or_r3_20_a_5.txt,8,3.7,40
or_r3_20_e_3.txt,0,0,28.6,171.4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,57.1,57.1,0,28.6,28.6,0,0,0,0,0,57.1,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,57.1,28.6,142.9,0,0,0,0,0,0,28.6,0,0,0,0,0,57.1,0,0,0,0,57.1,28.6,0,314.3,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,28.6,0,28.6,0,0,0,0,0,28.6,28.6,0,0,0,57.1,0,0,0,0,0,-16.78,1.04,3.32,-6.61,-3.63,                                            or_r3_20_e_3.txt,8.3,4.1,35
